,小区名称,区域位置,经度,纬度,总价,单价,看房时间,链家编号,关注度,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源核验统一编码,查询房管备案记录,核心卖点,适宜人群,别墅类型,户型介绍,小区介绍,售房详情,税费解析,周边配套,用水类型,用电类型,装修描述,燃气价格,交通出行,权属抵押
575,['三江鸣翠桃源'],富阳-富春,119.934233,30.03921072,220,23746,提前预约随时可看,1.03116E+11,1,3室2厅1厨1卫,中楼层 (共7层),92.65㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯两户,有,2021/7/8,商品房,2009/1/20,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210709DU578394,"
                    此房满5，格局好，视野宽阔，采光充足，配套设施齐全..
                  ","
                    小区环境好，合适一家人居住，风景优美，景色宜人，养生居住的好地方。
                  ",,,"
                    小区离幼儿园大概500米，家有孩子上下学的比较方便，小区离东吴公园800米左右，晚饭后可以去公园爬山.走路.休闲
                  ","
                    此房清爽装修，梯梯房4楼，总共有7层，3房2厅1卫，户型佳，采光好
                  ",,,,,,,,,
576,['中光花园'],富阳-银湖科技城,119.958627,30.076768,250,20073,提前预约随时可看,1.03116E+11,0,3室2厅1厨2卫,中楼层 (共7层),124.55㎡,错层,暂无数据,塔楼,南 北,钢混结构,精装,一梯一户,暂无数据,2021/6/21,商品房,2004/4/5,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,210623DF462711,"
                    此房已满五，合适居住，城市繁华地段配套成熟，交通便利.......
                  ","
                    商场；银泰商场，新天地商场，公园步行300米即可到达，医院；富阳区人民医院
                  ",,,,,,,"
                    位于公望街跟北渠路交界处，属于富阳繁华地段，交通便利，出行十分方便。
                  ",,,,,,
577,['富阳宝龙城市广场'],富阳-富春,119.9293601,30.0626853,236,21742,提前预约随时可看,1.03111E+11,4,3室2厅1厨1卫,低楼层 (共26层),108.55㎡,平层,暂无数据,板楼,南,框架结构,精装,两梯三户,有,2020/9/4,商品房,2017/6/5,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,210203ZX493986,"
                    背靠宝龙城市广场，隔着一条公路便是三甲医院，八小、三中近。
                  ","
                    宝龙物业，社区绿植被丰富，噪音少，方便业主出来散散步，放松放松。是个适宜居住的优质社区。
                  ",,,"
                    商 业：楼下小*市、小饭店都有。小区北面便是富阳宝龙城市广场，消费购物很方便。交通：北门走100米便能到公交站台，小区内停车也比较方便。教育：一公里便到达富春八小，两公里便达到富春三中。医疗：隔着一条西桥北路便是三甲医院骨伤医院。
                  ","
                    108方大面积刚好适合一家人居住，属于精装，便于客户搬家入户，想重新装修也很方便的，价格也与房东好谈的。
                  ",,,,,,,,,
578,['富春水岸'],富阳-江南新城,120.014882,30.00807,150,14013,提前预约随时可看,1.03111E+11,34,4室1厅1厨2卫,高楼层 (共19层),107.05㎡,平层,暂无数据,塔楼,南,钢混结构,毛坯,一梯四户,有,2020/8/3,商品房,2017/12/18,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,1.91216E+11,"
                    此房朝南，楼层好采光强，视野开阔无遮挡，性价*高。
                  ","
                    配套设施齐全，近杭黄高铁富阳站，出行便利，处于大源镇镇上，地理优势。
                  ",,,,,,,"
                    毛坯房的好在于想装什么风格就装什么风格，自己的房子自己做主，
                  ",,,"
                    大源镇镇上，地理优势，出行便利，近杭黄高铁富阳站，高铁出行。
                  ",,,
579,['春江香樟苑'],富阳-江南新城,119.984102,30.031727,165.5,17233,提前预约随时可看,1.03117E+11,2,3室2厅1厨2卫,高楼层 (共17层),96.04㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯两户,暂无数据,2021/9/22,商品房,2019/8/1,普通住宅,满两年,共有,"
                                有抵押 42万元
                              ",已上传房本照片,210922ME784854,"
                    春江香樟苑 楼层好 采光充足 视线开阔
                  ","
                    开发商为本地澳海开发，整个小区环境干净，物业人员态度亲和，，，，
                  ",,,,"
                    
浙江省人民医院，江南医院，富阳高铁南站，富阳南站，嘉和尚品购物广场
                  ",,,"
                    离高铁站2KM，客运南站800M，门口公交站直达杭州 富阳市区
                  ",,,,,,
580,['金城花园'],富阳-富春,119.9362441,30.05547017,185,19774,提前预约随时可看,1.03116E+11,4,2室1厅1厨1卫,中楼层 (共7层),93.56㎡,平层,暂无数据,板楼,南,框架结构,精装,两梯两户,有,2021/7/2,商品房,2017/3/2,普通住宅,满两年,共有,"
                                有抵押 30万元
                              ",已上传房本照片,210703YS837217,"
                    金城花园小区是在富阳富春街道地铁6号线桂花西路站610米的小...
                  ","
                    此房是业主自住的 多层楼梯房得房率高 年龄段都适合居住 阳光好
                  ","
                    此房为商品房多层小区 都是楼梯房 得房率高 居住舒适 满五年 
                  ",,,,,"
                    小区是2005年左右的成熟小区 旁边沃尔玛 西站公交站 妇幼保健医院
                  ",,,,,,,
581,['文居学府'],富阳-富春,119.9332,30.063636,230,27785,提前预约随时可看,1.03109E+11,2,3室2厅1厨1卫,低楼层 (共19层),82.78㎡,平层,暂无数据,板楼,南,混合结构,毛坯,两梯六户,有,2020/5/26,商品房,2019/8/22,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,2.00528E+11,"
                    房子是刚交付的新小区    ，优美小区，绿化好。
                  ","
                    此小区是刚交付的新校区   ，环境好  ，绿化好，设施挺多的，物业服务好
                  ",,,,"
                       生活方便，   交通便利，     配套成熟      ，生活方便
                  ",,,"
                    此房是   毛胚房，     楼层很好，  户型方正，    采光好
                  ",,,,,,
582,['秋月社区'],富阳-富春,119.9496613,30.05931538,205,20150,提前预约随时可看,1.03109E+11,4,3室2厅1厨2卫,中楼层 (共8层),101.74㎡,平层,92㎡,板塔结合,南,钢混结构,精装,一梯五户,无,2020/5/6,商品房,2005/4/28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,2.00506E+11,"
                    此房是通透 大三房，楼层好采光好，近富阳儿童公园大润发商场
                  ","
                    区内清爽干净，闹中取静 绿化优美，300米内有商场 幼儿园 水果店 便利店等
                  ",,,"
                    小区地理位置好，停车位充足，出门公交站台，富阳区，医院，商城，市区直达


                  ","
                    户型是标准三房，两房朝南，客厅为朝南客厅，小房间朝北，厨房就在进门口，小区位置好出入比较方便


                  ",,,,,,,,,
583,['麓园'],富阳-银湖科技城,119.9935468,30.15003153,257,24882,有租户需预约,1.03116E+11,0,3室2厅1厨2卫,中楼层 (共18层),103.29㎡,平层,暂无数据,板塔结合,南,框架结构,毛坯,两梯两户,有,2021/7/19,商品房,2017/9/12,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,210726OI329772,"
                    房子户型好 楼层好 视野开阔 采光好
                  ","
                    地处银湖科技城板块，高新科技产业城区域，野生动物园银湖公园，享亚运会红利，揽6万常住消费群体
                  ",,,,"
                    
项目自带商铺，家门口即享联华 梓树农贸市场 写字楼 等一站式商圈，吃喝玩乐购一步到位，前面就是银湖公园
                  ",,,"
                    
距离地铁6号线600米，3站西湖区之江板块，7站滨江，更有绕城高速、杭瑞高速环伺，出行十分便捷
                  ",,,,,,
584,['中庆润泽院'],富阳-富春,119.929774,30.061283,250,25222,提前预约随时可看,1.03116E+11,3,4室2厅1厨2卫,中楼层 (共25层),99.12㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,2021/6/24,商品房,2017/3/28,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210505ZY492437,"
                    
高楼层 采光无遮挡 小区是次新房 即买即入住 空间大
                  ","
                    
该楼盘开发商为中庆房地产开发有限公司 小区物业为大家物业 小区配套完善 出门就是宝龙广场 小区200米就是富阳骨伤科医院
                  ","
                    
小区配套完善 宝龙广场一条马路之隔 小区200米就是富阳骨伤科医院 距离东方茂、银泰2公里
                  ",,,"
                    人车分流 人文环境好 小区带电梯 孕婴老幼适宜 小区环境优美
                  ",,,,,,,,,
